timestamp	datetime	source	title	sentiment
1777990494	2026-05-05 19:14:54	finnhub_calendar	EU ECB de Guindos Speech - Impact: MEDIUM	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	EU ECOFIN Meeting - Impact: MEDIUM	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	JP International Children’s Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KR International Children’s Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KG Kyrgyz Republic Constitution Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	NL Liberation Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	CN May Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	ET Patriots’ Victory Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KH Royal Ploughing Ceremony - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	TH S&P Global Manufacturing PMI - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_news	Ceasefire with Iran is not over, Pentagon's Hegseth says - Reuters	0
1777990494	2026-05-05 19:14:54	finnhub_news	Hegseth says 'the ceasefire is not over' after U.S., Iran exchange fire	0
1777990494	2026-05-05 19:14:54	finnhub_news	Executives are burning out, just like their employees—and they don't know how to handle it, management experts say	0
1777990494	2026-05-05 19:14:54	finnhub_news	Psychotherapist: Couples who practice this one habit ‘tend to relieve a lot of stress’—here’s why	1
1777990494	2026-05-05 19:14:54	finnhub_news	Middle East truce in peril as US and Iran struggle for control of vital waterway - Reuters	0
1777990494	2026-05-05 19:14:54	finnhub_news	Pfizer tops Wall Street estimates, reaffirms outlook as newer products show growth	0
1777990494	2026-05-05 19:14:54	finnhub_news	Diet Coke parties: Iran war cans crisis fuels thirst for cola events in India - Reuters	0
1777990494	2026-05-05 19:14:54	finnhub_news	European shares gain as positive earnings outweigh Mideast worries - Reuters	1
1777990494	2026-05-05 19:14:54	finnhub_news	Hugo Boss tops profit forecasts even as Iran war hits markets - Reuters	1
1777990494	2026-05-05 19:14:54	finnhub_news	UAE non-oil private sector growth slows as Iran war weighs, PMI shows - Reuters	1
#fetch_time: 1777990494
